ExternalDataReferences,StudyDay,UniqueID,UniqueID2,T1_IPAddress,T1_StartDate,T1_EndDate,Now_Temparture,Now_Humidity,Now_Precipitation,Now_Precipitation,Now_Wind Speed,Now_Visibility,Now_Events,Now_Conditions,Now_Conditions,T2_IPAddress,T2_StartDate,T2_EndDate,Now_Temparture,Now_Humidity,Now_Precipitation,Now_Precipitation,Now_Wind Speed,Now_Visibility,Now_Events,Now_Conditions,Now_Conditions,,,Day_Temparture,Max_Temparture,Min_Temparture,Day_Humidity,Max_Humidity,Min_Humidity,Max_Precipitation,Min_Precipitation,Day_Snow,Max_Snow,Min_Snow,Snow Depth,Day_Wind Speed,Day_Visibility,Day_Events,Length of Visible Light
251000,10,25100010,2510008,12.2.205.186,4/13/16 9:25,4/13/16 9:27,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,11,25100011,2510009,12.2.205.186,4/14/16 9:21,4/14/16 9:23,,,,,,,,,,24.192.26.227,4/14/16 21:55,4/14/16 21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,12,25100012,25100010,12.2.205.186,4/15/16 13:52,4/15/16 13:54,,,,,,,,,,24.192.26.227,4/15/16 17:19,4/15/16 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,13,25100013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,14,25100014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,15,25100015,25100011,12.2.205.186,4/18/16 9:20,4/18/16 9:22,,,,,,,,,,24.192.26.227,4/18/16 21:38,4/18/16 21:41,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,16,25100016,25100012,12.2.205.186,4/19/16 9:38,4/19/16 9:41,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,17,25100017,25100013,12.2.205.186,4/20/16 9:08,4/20/16 9:10,,,,,,,,,,70.210.66.250,4/20/16 18:17,4/20/16 18:22,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,18,25100018,25100014,12.2.205.186,4/21/16 9:00,4/21/16 9:01,,,,,,,,,,24.192.26.227,4/21/16 17:27,4/21/16 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,19,25100019,25100015,12.2.205.186,4/22/16 9:44,4/22/16 9:45,,,,,,,,,,24.192.26.227,4/22/16 17:38,4/22/16 17:43,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,20,25100020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,21,25100021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,22,25100022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,23,25100023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,24,25100024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,25,25100025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
251000,26,25100026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,10,25200010,2520008,8.39.233.9,4/13/16 11:59,4/13/16 12:01,,,,,,,,,,8.39.233.15,4/13/16 14:49,4/13/16 14:51,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,11,25200011,2520009,8.39.233.9,4/14/16 10:12,4/14/16 10:14,,,,,,,,,,8.39.233.9,4/14/16 15:15,4/14/16 15:19,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,12,25200012,25200010,8.39.233.9,4/15/16 10:08,4/15/16 10:09,,,,,,,,,,70.121.173.21,4/15/16 16:53,4/15/16 16:56,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,13,25200013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,14,25200014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,15,25200015,25200011,70.121.173.21,4/18/16 10:27,4/18/16 10:30,,,,,,,,,,107.92.63.77,4/18/16 15:39,4/18/16 15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,16,25200016,25200012,70.121.173.21,4/19/16 9:53,4/19/16 9:56,,,,,,,,,,70.121.173.21,4/19/16 15:12,4/19/16 15:20,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,17,25200017,25200013,8.39.233.15,4/20/16 9:53,4/20/16 9:56,,,,,,,,,,70.121.173.21,4/20/16 20:46,4/20/16 20:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,18,25200018,25200014,70.121.173.21,4/21/16 10:22,4/21/16 10:25,,,,,,,,,,8.39.233.9,4/21/16 16:11,4/21/16 16:17,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,19,25200019,25200015,8.39.233.9,4/22/16 13:05,4/22/16 13:07,,,,,,,,,,107.92.63.114,4/22/16 14:41,4/22/16 14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,20,25200020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,21,25200021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,22,25200022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,23,25200023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,24,25200024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,25,25200025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,26,25200026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,10,25300010,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,11,25300011,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,12,25300012,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,13,25300013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,14,25300014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,15,25300015,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,16,25300016,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,17,25300017,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,18,25300018,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,19,25300019,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,20,25300020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,21,25300021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,22,25300022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,23,25300023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,24,25300024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,25,25300025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
253000,26,25300026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,10,25400010,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,11,25400011,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,12,25400012,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,13,25400013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,14,25400014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,15,25400015,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,16,25400016,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,17,25400017,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,18,25400018,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,19,25400019,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,20,25400020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,21,25400021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,22,25400022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,23,25400023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,24,25400024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,25,25400025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
254000,26,25400026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,10,25600010,2560008,65.42.26.190,4/13/16 8:12,4/13/16 8:13,,,,,,,,,,69.176.153.11,4/13/16 16:44,4/13/16 16:47,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,11,25600011,2560009,69.176.153.11,4/14/16 8:29,4/14/16 8:31,,,,,,,,,,69.176.153.11,4/14/16 16:40,4/14/16 16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,12,25600012,25600010,65.42.26.190,4/15/16 9:45,4/15/16 9:46,,,,,,,,,,69.176.153.11,4/15/16 16:38,4/15/16 16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,13,25600013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,14,25600014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,15,25600015,25600011,69.176.153.11,4/18/16 8:46,4/18/16 8:47,,,,,,,,,,69.176.153.11,4/18/16 17:31,4/18/16 17:34,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,16,25600016,25600012,69.176.153.11,4/19/16 7:59,4/19/16 8:02,,,,,,,,,,69.176.153.11,4/19/16 16:59,4/19/16 17:01,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,17,25600017,25600013,65.42.26.190,4/20/16 8:11,4/20/16 8:12,,,,,,,,,,69.176.153.11,4/20/16 16:45,4/20/16 16:47,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,18,25600018,25600014,69.176.153.11,4/21/16 8:44,4/21/16 8:46,,,,,,,,,,69.176.153.11,4/21/16 18:31,4/21/16 18:33,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,19,25600019,25600015,65.42.26.190,4/22/16 7:51,4/22/16 7:52,,,,,,,,,,69.176.153.11,4/22/16 16:47,4/22/16 17:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,20,25600020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,21,25600021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,22,25600022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,23,25600023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,24,25600024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,25,25600025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
256000,26,25600026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,10,25700010,#NULL!,,#NULL!,#NULL!,,,,,,,,,,198.62.124.245,4/13/16 16:40,4/13/16 16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,11,25700011,2570009,198.62.124.245,4/14/16 10:33,4/14/16 10:39,,,,,,,,,,68.60.58.58,4/14/16 18:13,4/14/16 18:22,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,12,25700012,#NULL!,,#NULL!,#NULL!,,,,,,,,,,68.60.58.58,4/15/16 16:32,4/15/16 16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,13,25700013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,14,25700014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,15,25700015,25700011,198.62.124.245,4/18/16 9:26,4/18/16 9:28,,,,,,,,,,198.62.124.245,4/18/16 16:37,4/18/16 16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,16,25700016,25700012,198.62.124.245,4/19/16 8:25,4/19/16 8:27,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,17,25700017,25700013,198.62.124.245,4/20/16 10:24,4/20/16 10:26,,,,,,,,,,68.60.58.58,4/20/16 18:43,4/20/16 18:52,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,18,25700018,25700014,198.62.124.245,4/21/16 8:26,4/21/16 8:29,,,,,,,,,,198.62.124.245,4/21/16 16:33,4/21/16 16:37,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,19,25700019,25700015,198.62.124.245,4/22/16 7:52,4/22/16 7:54,,,,,,,,,,68.60.58.58,4/22/16 21:52,4/22/16 21:57,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,20,25700020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,21,25700021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,22,25700022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,23,25700023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,24,25700024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,25,25700025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
257000,26,25700026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,10,25800010,2580008,107.77.193.185,4/13/16 8:01,4/13/16 8:05,,,,,,,,,,68.55.45.42,4/13/16 16:16,4/13/16 16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,11,25800011,2580009,68.55.45.42,4/14/16 7:59,4/14/16 8:03,,,,,,,,,,70.194.5.53,4/14/16 17:01,4/14/16 17:07,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,12,25800012,25800010,68.55.45.42,4/15/16 7:39,4/15/16 7:45,,,,,,,,,,70.194.1.229,4/15/16 21:11,4/15/16 21:25,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,13,25800013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,14,25800014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,15,25800015,25800011,107.92.123.180,4/18/16 9:30,4/18/16 9:33,,,,,,,,,,107.77.193.86,4/18/16 18:13,4/18/16 18:24,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,16,25800016,25800012,70.194.14.50,4/19/16 8:51,4/19/16 8:56,,,,,,,,,,68.55.45.42,4/19/16 17:22,4/19/16 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,17,25800017,25800013,68.55.45.42,4/20/16 7:54,4/20/16 7:56,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,18,25800018,25800014,107.77.192.77,4/21/16 5:19,4/21/16 5:29,,,,,,,,,,68.55.45.42,4/21/16 16:59,4/21/16 17:09,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,19,25800019,25800015,107.92.123.32,4/22/16 6:58,4/22/16 7:04,,,,,,,,,,68.55.45.42,4/22/16 16:50,4/22/16 16:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,20,25800020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,21,25800021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,22,25800022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,23,25800023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,24,25800024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,25,25800025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
258000,26,25800026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,10,26000010,2600008,198.182.56.5,4/13/16 12:31,4/13/16 12:33,,,,,,,,,,198.182.56.5,4/13/16 19:51,4/13/16 19:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,11,26000011,2600009,198.182.56.5,4/14/16 11:22,4/14/16 11:25,,,,,,,,,,198.182.56.5,4/14/16 19:47,4/14/16 19:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,12,26000012,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,13,26000013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,14,26000014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,15,26000015,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,16,26000016,26000012,198.182.56.5,4/19/16 12:32,4/19/16 12:33,,,,,,,,,,99.46.136.165,4/19/16 21:35,4/19/16 21:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,17,26000017,26000013,198.182.56.5,4/20/16 12:35,4/20/16 12:37,,,,,,,,,,198.182.56.5,4/20/16 19:50,4/20/16 19:53,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,18,26000018,26000014,198.182.56.5,4/21/16 11:50,4/21/16 11:52,,,,,,,,,,198.182.56.5,4/21/16 21:23,4/21/16 21:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,19,26000019,26000015,198.182.56.5,4/22/16 12:29,4/22/16 12:54,,,,,,,,,,99.46.136.165,4/22/16 20:15,4/22/16 20:20,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,20,26000020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,21,26000021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,22,26000022,26000016,198.182.56.5,4/25/16 12:04,4/25/16 12:06,,,,,,,,,,198.182.56.5,4/25/16 19:51,4/25/16 19:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,23,26000023,26000017,198.182.56.5,4/26/16 12:06,4/26/16 12:08,,,,,,,,,,198.182.56.5,4/26/16 19:47,4/26/16 19:49,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,24,26000024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,25,26000025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
260000,26,26000026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,10,26100010,2610008,68.56.225.41,4/13/16 7:10,4/13/16 7:14,,,,,,,,,,198.108.132.84,4/13/16 16:05,4/13/16 16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,11,26100011,2610009,198.108.132.84,4/14/16 7:49,4/14/16 7:51,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,12,26100012,26100010,68.56.225.41,4/15/16 7:09,4/15/16 7:12,,,,,,,,,,70.210.83.44,4/15/16 17:22,4/15/16 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,13,26100013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,14,26100014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,15,26100015,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,16,26100016,26100012,68.56.225.41,4/19/16 7:25,4/19/16 7:30,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,17,26100017,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,18,26100018,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,19,26100019,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,20,26100020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,21,26100021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,22,26100022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,23,26100023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,24,26100024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,25,26100025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
261000,26,26100026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
262000,10,26200010,2620008,198.110.61.2,4/13/16 9:03,4/13/16 9:04,,,,,,,,,,198.110.61.2,4/13/16 14:41,4/13/16 14:47,,,,,,,,,,,,,,,,,,,,,,,,,,,
262000,11,26200011,2620009,198.110.61.2,4/14/16 8:23,4/14/16 8:30,,,,,,,,,,198.110.61.2,4/14/16 14:53,4/14/16 14:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
262000,12,26200012,26200010,198.110.61.2,4/15/16 9:37,4/15/16 9:39,,,,,,,,,,198.110.61.2,4/15/16 15:12,4/15/16 15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,
262000,13,26200013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
262000,14,26200014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
